Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Str. 6.1.11,μ. δ. ταῦτα,μετὰ δὲ ταύτας,Gustav Kramer,1844,Vat. gr. 482 (E),
Str. 6.1.12,-ηντο,ὥρμητο,Adamantios Korais,1815,Palat. gr. 398 (X),
Str. 6.1.12,-λειφθ-,ἀποληφθέντα,Hemsterhuis,1744,Palat. gr. 398 (X),in Ar. Plut.
Str. 6.2.1,τ. Κ. κ. τ. σ. καὶ τ. Ῥ.,τὴν Καῖνυν καὶ τὴν στυλίδα τὴν Ῥηγίνων,Philipp Clüver,1624,Epc,
Str. 6.2.1,τῆς Π.,τοῦ Παχύνου,Casaubon,1620,Paris. gr. 1393 (C),
Str. 6.2.4,οἰκῆσ-,οἰκίσαι,Casaubon,1620,AC,
Str. 6.2.4,-μεῖναι,συμμείναι,Adamantios Korais,1815,Vat. gr. 482 (E),
Str. 6.2.4,ἐκεῖνο,ἐκεῖ,Adamantios Korais,1815,Vat. gr. 482 (E),
Str. 6.2.6,πλάτ-,πλατέσιν,Meineke,1852,Paris. gr. 1393 (C),
Str. 6.2.8,ἐ. ποτὲ,ἐπιλειπούσης,Adamantios Korais,1815,Palat. gr. 398 (X),
Str. 6.2.9,τιμαί-,Τιμαύου,Wilhelm Xylander,1571,Paris. gr. 1393 (C),
Str. 6.2.10,ὁ-,ὀμιχλώδη,F. O. Hultsch,1888,ABEX,in Plb.
Str. 6.2.10,τ. ἐ.,τὸν ἐσόμενον ἄνεμον,Casaubon,1620,Palat. gr. 398 (X),
Str. 6.2.11,ἔ. δ. κ. αὐτὴ δ.,ἔστι δὲ καὶ αὕτη διάπυρος,Adamantios Korais,1815,Paris. gr. 1397 (A),
Str. 6.3.2,παρθενεῖαι,Παρθενίαι,Adamantios Korais,1815,Palat. gr. 398 (X),
Str. 6.3.5,τ. ἰαπυγί-,τῶν Ἰαπύγων,Gottfried Bernhardy,1828,Palat. gr. 398 (X),
Str. 6.3.5,τ. Λ. ἀνταίρων,τὸ Λακίνιον ἀνταῖρον,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 6.3.6,τοῦ ἐλάφου,τῆς ἐ.,Maximus Planudes,s.xiii/xiv,Eust.,
Str. 6.3.9,εὐδιν-,εὐδιεινὴ,Jacobus Palmerius,1668,Paris. gr. 1393 (C),
Str. 7.3.8,τοὺς ᾿Α.,τοῦ ᾿Αλεξάνδρου,Casaubon,1620,Athous Vatop. 655 (B),
Str. 7.3.13,δέδεικ-,δέδεκται,Casaubon,1620,Apc,
Str. 7.3.17,πλεύ-,ἀναπλεύσαντι,Anton Miller,1874,Palat. gr. 398 (X),
Str. 7.3.18,-γορίαν,Φαναγόρειαν,Meineke,1853,Vat. gr. 482 (E),
Str. 7.3.19,τάφι-,Τάφριοι,Casaubon,1620,Paris. gr. 1397 (A),s.l.
Str. 7.4.4,-ριανῶν,Βοσπορανῶν,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 7.5.2,-ος,φάσκοντες,Casaubon,1620,Ev,
Str. 7.5.8,ῥιζικ-,Ῥιζονικὸν,Gemistos Plethon,s.xiv/xv,St.Byz. 243.7–10,
Str. 7.5.9,παρακούσ-,παρακρούσματα,Johannes Schweighäuser,1795,Athous Vatop. 655 (B),ad Plb. 34.5.14
Str. 7.5.12,-ρίδων,Ἰλλυριῶν,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 7.6.1,φθινό-,Φινόπολις,Gemistos Plethon,s.xiv/xv,Cpc,
Str. 7.6.2,πλοῦν,πλοῦτον,Casaubon,1620,Paris. gr. 1393 (C),
Str. 7.6.2,ἐπεὶ δ᾽ ἡ π.,ἐπειδὴ πόλις,Adamantios Korais,1817,Aac,
Str. 7.7.1,ἐπαγομ-,ἐπαγαγομένου,Gemistos Plethon,s.xiv/xv,Palat. gr. 398 (X),
Str. 7.7.1,Δρυόπων τε καὶ Καυκώνων καὶ Πελασγῶν,Δ. δὲ κ. Κ. κ. Π.,Adamantios Korais,1817,Palat. gr. 398 (X),
Str. 7.7.2,σίδ-,Ἴδην,Casaubon,1620,Vat. gr. 482 (E),
Str. 7.7.8,᾽Η. δ᾽ ε. κ. ᾿Α. κ. οἱ ὑ.,᾽Ηπειρῶται δ᾽ εἰσὶ καὶ οἱ ᾿Αμφίλοχοι καὶ οἱ ὑπερκείμενοι,Gemistos Plethon,s.xiv/xv,Vat. gr. 482 (E),
Str. 7.7.8,λύγκιστ-,Λύγκον,Casaubon,1620,St.Byz. 420.3,
Str. 7.7.9,τ. Π. π.,αἱ τοῦ Πηνειοῦ πηγαί,Gemistos Plethon,s.xiv/xv,EX,
Str. 7.7.9,ἀλαλκο-,᾿Αλκομεναὶ,Adamantios Korais,1817,Athous Vatop. 655 (B),
Str. 8.1.3,ταῦτα δ.,τὰ δύο,Meineke,1852,Paris. gr. 1393 (C),Vindiciarum
Str. 8.3.7,ἡ ... ἧς οὐδέν,ᾗ … οὐδέν,A. J. Penzel,1775,Bv,
Str. 8.3.32,ἐξη-,ἐξελείφθη,Adamantios Korais,1817,Paris. gr. 1397 (A),a.c.
Str. 8.4.4,Θαλάμους τοὺς νῦν Β. καλουμένους,-ας τ. ν. Β. κ.,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 8.4.5,πέλανν-,Πέλλανα,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 8.4.5,τ. μ. -ης … ἧς,τὴν μεταξὺ ᾿Ασίνην … ἧς,L.-G. de Bréquigny,1763,Vat. gr. 2306 + 2061 A (P),
Str. 8.4.8,ὁ φαληρεὺς,ὁ Φάριος,Petrus Victorius,1553,Vat. gr. 2306 + 2061 A (P),
Str. 8.4.8,ὁ καὶ κ. καὶ ἀ.,καὶ κατέσκαψαν Ῥωμαῖοι καὶ ἀνέστησαν,Janus Lascaris,s.xv/xvi,Vat. gr. 2306 + 2061 A (P),
Str. 8.4.10,ἀφιδναίων,᾿Αφιδναῖον,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 8.5.2,-θίου,Γυθείου,Meineke,1853,A3,
Str. 8.5.4,τῷ προδόντι,Φιλονόμῳ τῷ π.,Felix Jacoby,1926,Eust. 294.37–9,
Str. 8.5.4,λαϊμενωι,Λαῒ μὲν ὡς,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 8.5.5,ὑπερεβάλλοντο,-βάλοντο,Adamantios Korais,1817,Paris. gr. 1397 (A),
Str. 8.5.5,deest,οἰκίας ἐν ᾧ καὶ,Eduard Meyer,1892,Vat. gr. 2306 + 2061 A (P),p. 235
Str. 8.5.6,πολέμοις,πολεμίοις,Theodorus Agallianus,1446,Vat. gr. 2306 + 2061 A (P),
Str. 8.5.6,-ϲ(ιν) ἅρμαϲι,μυρίοιϲι νάμαϲι(ν),Casaubon,1620,Vat. gr. 2306 + 2061 A (P),μυριοιϲιν ναμαϲιν
Str. 8.5.6,ποιμέϲιν,ποίμναιϲιν,Valckenaer,1755,Vat. gr. 2306 + 2061 A (P),ad Phoen. p. 90
Str. 8.5.6,-οτάτην,εὐβοτωτάτην,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 8.5.6,γαίης Λακαίνης,-ας Λ.,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 8.6.8,τ. ἔ. εἰπεῖν τ.,τὸ ἔπος ἐκπεσεῖν τοῦτο,Meineke,1852,Vat. gr. 2306 + 2061 A (P),Vindiciarum
Str. 8.6.10,ἡγεμονίας οὔσας,ἡγεμονευούσας,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 8.6.10,αἰγαλ-,Αἰγιαλέων,Wilhelm Xylander,1571,Apc,
Str. 8.6.14,........ον,περὶ τούτων,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 8.6.16,Οἰνώνης,Οἰνόης,Alessandro Politi,1732,Vat. gr. 2306 + 2061 A (P),p. 604
Str. 8.6.21,Φωκίδος … Βοιωτίδος … Μεγαρίδος,Φ. … -ίας … Μ.,Meineke,1852,PX,Vindiciarum
Str. 8.6.24,καὶ Πλαταιὰς καὶ Τανάγρας,κ. Π. κ. -αν,Gemistos Plethon,s.xiv/xv,Eust. et exc. Urb.,
Str. 8.6.24,πρασω-,Παρασωπίους,Gemistos Plethon,s.xiv/xv,Eust. Il. 291.23–7,
Str. 8.7.2,ἐκεῖ,ἐκείνῳ,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 8.7.2,-ει,ἑστήκοι,Meineke,1853,Bv,
Str. 8.7.3,-ους,ἀξίως,Thomas Tyrwhitt,1783,A2,
Str. 8.7.5,τ. δ. πόλιν ἔ. Α.,τὴν δὲ χώραν ἔχουσιν Αἰγιεῖς,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 8.7.5,ὠλένη,᾽Ωλένου,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 8.7.5,Φαρ(ι)εῖς,Φαραιεῖς,Gustav Kramer,1847,Pac,
Str. 8.7.5,στρατεί-,στρατιᾶς,Gemistos Plethon,s.xiv/xv,Ppc,
Str. 8.8.2,τ. ἀλαίας Ἀ.,τῆς ᾿Αλέας Ἀθηνᾶς,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),'Aleae'
Str. 8.8.4,περὶ Σ.,παρὰ Στύμφαλον,Meineke,1852,Paris. gr. 1397 (A),Vindiciarum
Str. 9.1.2,ἐπίμικτον,ἐπὶ μικρόν,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 9.1.2,ἀθηνῶν,᾿Αθηναίων,Gemistos Plethon,s.xiv/xv,PE,
Str. 9.1.2,πηγ-,Παγὰς,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 9.1.3,τὰ πρὸς,πρὸς,Cobet,1876,Vat. gr. 2306 + 2061 A (P),Misc.
Str. 9.1.4,ἀττικ-,ἀκτῆς,C. G. Siebelis,1801,Vat. gr. 2306 + 2061 A (P),
Str. 9.1.6,-δον/-μαλ κτλ.,ὅμαυλον,Dindorf,1832–60,AslE,
Str. 9.1.14,Ψυτταλία … Ψυτταλίᾳ,ψυτ]ταλ̣ε̣ια … ψ]υ̣τταλειαι,Meineke,1853,P.Oxy. XLIX 3447 (Π2),
Str. 9.1.24,ἔτι δ.,ἔστι δὲ,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 9.2.2,ἔθ-,ἐπέθεντο,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.8,χαλκίδος,Χαλκιδικός,Casaubon,1620,Eust. Il. 265.10–12,
Str. 9.2.11,Ταναγραϊκῆς,-γρικῆς,C. H. Tzschucke,1801,Vat. gr. 482 (E),
Str. 9.2.20,οὐ γὰρ,οὐ γὰρ ἂν,Wilamowitz,,Eust. Il. 267.17–20,Kl. Schr. iv p. 563
Str. 9.2.26,ὠκάλαι,Ὠκαλέα,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.27,ὠκάλαι,Ὠκαλέα,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.29,πολε[,πολεμάδοκε,Friedrich Neue,1829,Vat. gr. 2306 + 2061 A (P),Jahrb. f. wissen. Krit. (Neue on Matthiae)
Str. 9.2.31,γ. Ἐ.,αἱ γὰρ Ἐλευθεραὶ,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.31,]ίπτει,ὑποπίπτει,C. G. Groskurd,1831,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.31,ὄνιον,᾿Αόνιον,Gabriel de la Porte,1814,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.34,τ. μ. κ.,τοῦ μαντείου τοῦ κατὰ,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 9.2.35,μήδ-,Μίδειαν,Marcus Hopper,1549,P et Eust.,
Str. 9.2.35,οὔτε,οὐδὲ,Adamantios Korais,1817,P.Petr. I 3 et Π2,ουδ
Str. 9.2.36,γεγενῆ-,γεγεννῆσθαι,Adamantios Korais,1817,Bvpc,
Str. 9.2.40,-χρηματί-,πολυχρηματήσαντάς,J. G. Schneider,1798,Bv,
Str. 9.3.1,-ομεν,λέγωμεν,Casaubon,1620,Bv,
Str. 9.3.10,τὸ ἰ.,τῷ ἰαμβίζειν,Johan Luzac,1825,Vat. gr. 482 (E),apud Van Santen
Str. 9.4.2,κεύθεινομ,εὐθυνόμων,Adamantios Korais,1817,Paris. gr. 1397 (A),
Str. 9.5.3,φαρσαλίου,Φαρσάλου,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),φαρ[..]λου
Str. 9.5.5,τρα-,Τρηχῖν᾽,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 9.5.5,ἔσεσθ-/ἕπετ,ἕπεσθαι,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 9.5.5,τό τε Ἄ.,τό τε γὰρ Ἄργος,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 9.5.5,π. … -λονίκην,πόλιν … Θετταλικὴν,Gemistos Plethon,s.xiv/xv,Vat. gr. 2306 + 2061 A (P),
Str. 9.5.8,-χινίαν,Τραχῖνα,Elmsley,1812,Bv,ad Eur. Heracl. 194
Str. 9.5.19,-ὴν,αὐτοὶ,Adamantios Korais,1817,ABv,W?
Str. 9.5.21,-ον,τοιοῦτο,Meineke,1853,Paris. gr. 1397 (A),
Str. 9.5.22,-αῖς,Φεραὶ,Alessandro Politi,1732,Paris. gr. 1397 (A),p. 773
Str. 10.1.4,τεθρ- ὄ.,Τελεθρίῳ ὄρει,Wilhelm Xylander,1571,Marc. gr. XI 6 (D),s.l.
Str. 10.2.4,-κινθον,᾿Αράκυνθον,Wilhelm Xylander,1571,exc. Urb. 29r I,
Str. 10.2.20,ἅ. φησι(ν),ἅπαντές φασι,Casaubon,1620,Vat. gr. 482 (E),
Str. 10.2.21,-κρίας,Μολυκρείας,Adamantios Korais,1817,Marc. gr. XI 6 (D),s.l.
Str. 10.3.5,διαδ-,διδοὺς,Willy Theiler,1982,Paris. gr. 1393 (C),
Str. 10.3.6,-εῖσθαι,καλέσαι,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 10.3.6,-ος,μέρους,Cobet,2004,DE,apud Radt
Str. 10.3.7,οἱ δὲ π.,οἱ παραδόντες,Thomas Tyrwhitt,1783,Vat. gr. 2306 + 2061 A (P),
Str. 10.3.8,ἡ δ᾽ ἐ.,ὅτι δ᾽ ἡ ἐνόπλιος,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 10.3.11,τὸ νέον … ὄ. ὑ.,τὸ νέοι … ὄντες ὑπουργεῖν,Maximus Planudes,s.xiii/xiv,Vat. gr. 482 (E),
Str. 10.3.12,-ους ὡ.,ἑτέρως ὡς,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 10.4.11,ὀγδοήκοντα σ.,ὀκτὼ σταδίους,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 10.4.12,πράσ-,Πραίσιοι,C. H. Tzschucke,1806,Vat. gr. 2306 + 2061 A (P),
Str. 10.4.13,τῆς ταύτης δὲ θαλάττης,τ. -ῃ δ. θ.,Wilhelm Xylander,1571,Marc. gr. XI 6 (D),
Str. 10.4.15,τὸ δὲ,τοτὲ δὲ,Meineke,1852,Vat. gr. 2306 + 2061 A (P),Vindiciarum
Str. 10.4.15,δ. ἀ. π. -ῶν,δέκα ἀφαιρεῖσθαι πόλεις αὐτόν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 10.4.20,σιδηρῶν,ἀσιδήρων,Thomas Tyrwhitt,1783,Vat. gr. 2306 + 2061 A (P),
Str. 10.4.21,παρὰ τ.,παρῇ τιμωρεῖν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 10.5.1,ε. ἕκαστ- ἀ. ν.,εἰς ἑκατὸν ἀπέχει νησίδιον,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 10.5.2,οὐ φ.,φορητά,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 10.5.2,οὐ φ.,φορητά,Porson,1821,Vat. gr. 2306 + 2061 A (P),ad Eur. Hec. 782
Str. 10.5.2,πρυμνῶν … χ.,πρέμνων … χθονίων,J. G. Schneider,1776,Vat. gr. 2306 + 2061 A (P),Carm. Pindar.
Str. 10.5.8,Βάβι-,Βάβυος,Gerardus Vossius,1624,Marc. gr. XI 6 (D),
Str. 11.2.8,καλεῖται δ᾽ οὗτος ὁ στενωπὸς,κ. δ᾽ οὕτως ὁ σ.,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 11.2.8,σταδίων διειργομένων/-ῳ πορθμῷ,σ. -ον π.,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 11.2.11,-γιπτίας/-γιπίας,Γοργιππίας,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 11.2.13,ζυγίων,Ζυγῶν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 11.2.14,τοῦ Κριοῦ μετώπῳ,τῷ Κ. μ..,Meineke,1852,Vat. gr. 2306 + 2061 A (P),Vindiciarum
Str. 11.2.17,τῶν πλησίων ὀρῶν,τ. -ον ὀ.,Adamantios Korais,1817,Marc. gr. XI 6 (D),
Str. 11.2.18,ῥιοχάρης/ῥεῖ ὁ χάρις,ῥεῖ ὁ Χάρης,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 11.2.19,τῷ κύκλῳ,τῶν κ.,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 11.2.19,Κ. … ε. δὲ,Καυκάσια μὲν … εὐδαίμονα δὲ,Meineke,1853,Vat. gr. 2306 + 2061 A (P),[.]εν
Str. 11.3.1,˙ καὶ οἰκεῖται … τε καὶ,˙ κατοικεῖται … τ. κ.,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 11.3.2,᾿Αραγῶνα κάτω τοῦ,᾿Α. ἐκ τοῦ,Adamantios Korais,1817,Palat. gr. 398 (X),
Str. 11.4.3,ἄ. δὲ ἄ.,ἄσκαφοι δ᾽ αἱ ἄμπελοι,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),δ[.]ι
Str. 11.4.4,τῆς ᾿Ιβήρων στρατιᾶς,τ. ᾿Ι. -άν,Lefebvre de Villebrune,1807,Vat. gr. 2306 + 2061 A (P),apud Falconer
Str. 11.4.5,δισμυρίους καὶ δισχιλίους,μυρί- κ. δ.,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 11.5.5,οἱ δὲ,οἵ γε,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 11.6.2,-βόρους,προσβόρρους,Meineke,1853,Vat. gr. 2306 + 2061 A (P),προσβορρ[
Str. 11.6.3,σ. δι᾽ α. δὲ μ.,σκοποῦντες αὐτὸ μόνον,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 11.7.1,κουίτ-,καὶ Οὐίτιοι,Casaubon,1620,Vat. gr. 482 (E),
Str. 11.7.1,αἰνειάν-,Αἰνιᾶνας,C. H. Tzschucke,1806,Vat. gr. 482 (E),
Str. 11.7.2,-ἰνῇ,᾿Αραξηνῇ,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 11.8.1,ἠωδάα,Ἠμωδὰ,Casaubon,1620,Vat. gr. 482 (E),
Str. 11.8.2,διαμέν-,διατείνουσι,Gregorio Tifernate,1469,Vat. gr. 2306 + 2061 A (P),'extenduntur'
Str. 11.8.3,ἰσ-,Νησαίαν,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 11.8.4,ἀνανδ-,᾿Αναδάτου,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 11.8.5,-ώσας,ἀνιέρωσε,Felix Jacoby,1958,Vat. gr. 2306 + 2061 A (P),FGrHist 696.17
Str. 11.8.5,β. τῆς μ. ἡ.,βακχεία τις μεθ' ἡμέραν,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 11.8.5,ἅμα τε καὶ,τε ἅμα κ.,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 11.8.8,-μοισινοί,Χωράσμιοι,Casaubon,1620,Vat. gr. 482 (E),
Str. 11.8.8,Σ. μ. καὶ Σ.,Σάκας μὲν Σογδιανοὺς,Paul Cascorbi,1879,Vat. gr. 482 (E),
Str. 11.8.9,δισχίλ- δισμύρ-,δισμύριοι δισχίλιοι,Gustav Kramer,1847,Paris. gr. 1393 (C),
Str. 11.8.9,ἐννα-,ἐνακοσίους,Meineke,1853,Paris. gr. 1393 (C),
Str. 11.9.1,σ. δ᾽ ἔτι,σχεδὸν δέ τι,G. H. Schaefer,1808,Vat. gr. 482 (E),D. H. de comp. verb. lib.
Str. 11.9.3,δ’ οὖν,οὖν,Felix Jacoby,1958,Athous Vatop. 655 (B),FGrHist 782.3
Str. 11.9.3,-ίστησιν,καθίστασθαι,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 11.10.1,Μαρδυα-,Μαργιανὴ,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 11.10.1,-ουσι δ',ποτίζουσιν,Meineke,1852,Vat. gr. 2306 + 2061 A (P),Vindiciarum
Str. 11.11.1,τὰ μὲν γὰρ,τὰ μὲν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 11.11.3,ἤθ-,ἔθεσι,Meineke,1852,Dac,Vindiciarum
Str. 11.11.4,τῆς Σισιμίθρου,τὴν Σ.,Casaubon,1620,Vat. gr. 482 (E),
Str. 11.11.5,-οντα,ἔχον,Adamantios Korais,1817,Paris. gr. 1393 (C),
Str. 11.11.7,᾿Α. ἐ. τ. ᾿Α.,᾿Απολλόδωρος ὁ ἐκ τῆς ᾿Αρτεμίτας,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 11.11.8,ἅ. … -ανται,ἅπερ … δύναται,Meineke,1853,Athous Vatop. 655 (B),
Str. 11.11.8,-ίων,Ταπύρων,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 11.11.8,ἄπο-,ἄπωθεν,Maximus Planudes,s.xiii/xiv,Vat. gr. 2306 + 2061 A (P),
Str. 11.12.2,-νέας,Χελιδονίας,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 11.12.2,μικρ-,μακροὺς,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 11.12.3,-βόρῳ,προσβόρρῳ,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 11.12.4,-ιες,ἀπόσχιδες,Wilhelm Xylander,1571,Athous Vatop. 655 (B),s.l.
Str. 11.12.4,εὐλυμέων,᾿Ελυμαίων,C. H. Tzschucke,1806,Vat. gr. 482 (E),
Str. 11.12.5,κατὰ τὰ π.,καὶ τὰ προσάρκτια,Wilhelm Xylander,1571,Bpc,Arnold Behr
Str. 11.13.6,᾿Α. ᾿Α.,᾿Απολλόδωρος ὁ ᾿Αρταμιτηνός,Arnold Behr,1888,codd.,
Str. 11.13.6,᾿Αρτεμιτ-,᾿Αρταμιτηνός,Lucas Holste,1684,Vat. gr. 2306 + 2061 A (P),Vatican librarian
Str. 11.13.7,πολὺ λ.,οὐ πολὺ λειπόμενος,Casaubon,1620,P et St.Byz.,
Str. 11.14.8,θωῆτ-,Θωνῖτιν,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 11.14.9,-κίνοις,Μιθρακάνοις,Friedrich Windischmann,1857,BE,p. 58
Str. 11.14.15,Ἰβηρίας,Νισίβιος,Gustav Kramer,1847,Paris. gr. 1393 (C),marg.
Str. 12.1.2,ἐθν-,ἐθῶν,Casaubon,1620,Laur. 28.15 (z),
Str. 12.2.10,-έσθαι,εὑρῆσθαι,Adamantios Korais,1817,DpcEP,
Str. 12.2.10,-ής,ἐμφεροῦς,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 12.2.10,-ως,ἄλλος,Wilhelm Xylander,1571,EP,
Str. 12.2.11,κ. α. τε τ.,καὶ αὐτῷ τε καὶ τῷ,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 12.2.11,οἱ δὲ θ.,οἱ δὲ θαυμάσαντες μὲν,August Vogel,1880,Vat. gr. 2306 + 2061 A (P),Philol.
Str. 12.3.3,τὰ … λ. τ.,τὸ … λέγεσθαί τινας,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 12.3.3,Μυσ-,Μοισῶν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.5,ο. καὶ ἡ.,οὓς ἡμεῖς,Adamantios Korais,1817,CP,
Str. 12.3.5,τό δὲ,τό τε,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.6,γ. … ἐ. δ᾽,γενομένη δ᾽ ... ἐδέξατο,Thomas Falconer,1807,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.7,πεισι-/πισι-,Πεσσινοῦντος,C. H. Tzschucke,1808,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.9,κ. Π. φ.,καὶ Πίνδαρος δέ φησιν,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 12.3.11,κ. φύσει καὶ,κ. φυσικῇ,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),φυ̣σει κα̣[
Str. 12.3.11,διὰ … εἶναι,διὰ τὸ … εἶναι,Casaubon,1620,EP,
Str. 12.3.11,-υτον,Αὐτόλυκον,Wilhelm Xylander,1571,Laur. 28.15 (z),s.l.
Str. 12.3.20,καλ-,Χαλύβης,Wilhelm Xylander,1571,E et Eust.,
Str. 12.3.20,βρέγ-,Βρίγες,Lucas Holste,1684,Eust. Od. 1395.52sq.,
Str. 12.3.22,οὐδὲ τ. … οὔτε τ.,οὔτε τὴν … οὔτε τὴν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.22,-δόνης,Μυγδονίης,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.22,ἀμαζό-,᾿Αλαζώνων,Wilhelm Xylander,1571,Eust. Il. 363.19–21,
Str. 12.3.22,ἀμαζό-,᾿Αλαζώνων,Jacobus Palmerius,1668,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.22,ν. δ᾽ ἐν Ζ.,νῦν δὲ Ζελείᾳ,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.22,πύγελλ-,Πύγελα,C. H. Tzschucke,1808,Eust. Il. 363.15 sq.,
Str. 12.3.22,-όνας,᾿Αμαζῶνας,Gustav Kramer,1847,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.23,οὔθ᾽ οἷς,οὐδ᾽ ο.,Theodorus Agallianus,s.xv med.,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.23,νομο-,τοποθετῶν,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.24,-αντας … -αντας,πολεμήσοντας … συμμαχήσοντας,Theodorus Agallianus,s.xv med.,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.25,τίβιρ-,τίβιος,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 12.3.26,καίπερ καὶ,καθάπερ κ.,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
